scholarship_name,max_income,gender,education_level,scholarship_amount,category,min_marks,disability,state
ONGC Scholarship 40413,853498.0,any,pg,0.0,any,83.0,yes,any
Merit Scholarship 40414,721422.0,male,commerce,0.0,minority,81.0,yes,any
UGC Scholarship 40415,690379.0,male,science,0.0,st,57.0,yes,any
INSPIRE Scholarship 40416,575166.0,any,pg,0.0,any,68.0,yes,any
INSPIRE Scholarship 40417,586016.0,any,arts,0.0,sc,69.0,yes,any
Overseas Scholarship 40418,748901.0,female,commerce,0.0,st,94.0,no,any
Ambedkar Scholarship 40419,151008.0,any,ug,0.0,st,78.0,no,any
Pragati Scholarship 40420,447368.0,any,pg,0.0,minority,78.0,yes,any
Overseas Scholarship 40421,474591.0,any,any,0.0,any,92.0,yes,any
Sports Scholarship 40422,522493.0,any,engineering,0.0,sc,76.0,yes,any
ONGC Scholarship 40423,610780.0,male,engineering,0.0,sc,64.0,yes,any
Pragati Scholarship 40424,790253.0,male,arts,0.0,sc,71.0,yes,any
Pragati Scholarship 40425,577961.0,male,arts,0.0,minority,71.0,yes,any
ONGC Scholarship 40426,977894.0,female,arts,0.0,any,75.0,no,any
Minority Scholarship 40427,977735.0,any,arts,0.0,obc,51.0,yes,any
ONGC Scholarship 40428,764542.0,male,engineering,0.0,sc,85.0,yes,any
Minority Scholarship 40429,658935.0,male,commerce,0.0,st,94.0,yes,any
Minority Scholarship 40430,902012.0,female,pg,0.0,any,51.0,yes,any
UGC Scholarship 40431,377334.0,female,pg,0.0,minority,83.0,yes,any
Minority Scholarship 40432,305743.0,female,engineering,0.0,minority,88.0,yes,any
Pragati Scholarship 40433,492554.0,female,engineering,0.0,obc,58.0,no,any
Overseas Scholarship 40434,597774.0,female,commerce,0.0,st,88.0,no,any
Pragati Scholarship 40435,434752.0,female,arts,0.0,obc,73.0,yes,any
Pragati Scholarship 40436,757332.0,male,commerce,0.0,any,65.0,yes,any
Pragati Scholarship 40437,705741.0,female,science,0.0,sc,68.0,yes,any
Minority Scholarship 40438,239781.0,male,pg,0.0,sc,69.0,yes,any
Disability Fellowship 40439,601934.0,male,pg,0.0,any,61.0,no,any
Overseas Scholarship 40440,891391.0,male,arts,0.0,obc,60.0,no,any
Merit Scholarship 40441,329014.0,male,commerce,0.0,any,74.0,yes,any
Pragati Scholarship 40442,311217.0,female,arts,0.0,any,79.0,no,any
ONGC Scholarship 40443,813981.0,female,science,0.0,obc,74.0,yes,any
Merit Scholarship 40444,761398.0,male,pg,0.0,obc,69.0,no,any
Ambedkar Scholarship 40445,274868.0,male,pg,0.0,st,55.0,no,any
Minority Scholarship 40446,902323.0,any,arts,0.0,any,82.0,no,any
ONGC Scholarship 40447,683707.0,any,any,0.0,any,78.0,yes,any
Disability Fellowship 40448,335734.0,any,pg,0.0,st,79.0,yes,any
Disability Fellowship 40449,677043.0,male,pg,0.0,sc,81.0,no,any
Sports Scholarship 40450,839225.0,any,science,0.0,obc,86.0,yes,any
UGC Scholarship 40451,128158.0,any,science,0.0,any,69.0,no,any
Minority Scholarship 40452,734619.0,any,any,0.0,obc,56.0,yes,any
Pragati Scholarship 40453,419063.0,female,science,0.0,st,82.0,yes,any
Pragati Scholarship 40454,533984.0,female,commerce,0.0,sc,68.0,yes,any
Merit Scholarship 40455,558091.0,female,arts,0.0,sc,73.0,yes,any
INSPIRE Scholarship 40456,508520.0,any,any,0.0,any,61.0,no,any
Overseas Scholarship 40457,487259.0,female,engineering,0.0,any,89.0,yes,any
Merit Scholarship 40458,827790.0,male,any,0.0,obc,80.0,yes,any
Disability Fellowship 40459,997040.0,any,science,0.0,sc,72.0,no,any
INSPIRE Scholarship 40460,415975.0,female,commerce,0.0,any,63.0,yes,any
INSPIRE Scholarship 40461,496900.0,male,pg,0.0,sc,88.0,yes,any
Minority Scholarship 40462,410484.0,male,science,0.0,minority,82.0,no,any
Minority Scholarship 40463,653859.0,female,any,0.0,any,62.0,yes,any
UGC Scholarship 40464,749497.0,female,pg,0.0,st,58.0,no,any
ONGC Scholarship 40465,855757.0,male,commerce,0.0,st,54.0,yes,any
ONGC Scholarship 40466,884458.0,male,ug,0.0,st,88.0,yes,any
Overseas Scholarship 40467,470003.0,female,any,0.0,any,91.0,yes,any
Sports Scholarship 40468,108658.0,male,arts,0.0,any,56.0,no,any
UGC Scholarship 40469,861395.0,female,any,0.0,sc,90.0,yes,any
UGC Scholarship 40470,808092.0,male,ug,0.0,minority,78.0,yes,any
UGC Scholarship 40471,635412.0,any,commerce,0.0,st,83.0,yes,any
Sports Scholarship 40472,184143.0,male,engineering,0.0,minority,92.0,yes,any
UGC Scholarship 40473,396666.0,any,ug,0.0,minority,54.0,no,any
Overseas Scholarship 40474,698213.0,female,engineering,0.0,obc,67.0,no,any
Disability Fellowship 40475,810455.0,female,arts,0.0,minority,92.0,no,any
ONGC Scholarship 40476,836096.0,male,arts,0.0,sc,88.0,yes,any
Minority Scholarship 40477,550890.0,male,ug,0.0,any,65.0,yes,any
Merit Scholarship 40478,567802.0,female,science,0.0,any,78.0,no,any
Disability Fellowship 40479,244837.0,male,any,0.0,minority,78.0,yes,any
Sports Scholarship 40480,723219.0,male,pg,0.0,any,77.0,yes,any
INSPIRE Scholarship 40481,514229.0,any,pg,0.0,minority,71.0,no,any
Ambedkar Scholarship 40482,732947.0,male,any,0.0,st,87.0,yes,any
INSPIRE Scholarship 40483,560570.0,any,science,0.0,any,75.0,yes,any
Pragati Scholarship 40484,672594.0,female,commerce,0.0,any,51.0,yes,any
Pragati Scholarship 40485,743232.0,any,any,0.0,any,59.0,no,any
INSPIRE Scholarship 40486,230853.0,male,ug,0.0,any,89.0,no,any
ONGC Scholarship 40487,830796.0,male,science,0.0,st,87.0,yes,any
Ambedkar Scholarship 40488,127417.0,male,engineering,0.0,st,80.0,no,any
Disability Fellowship 40489,450952.0,any,any,0.0,st,80.0,yes,any
UGC Scholarship 40490,992332.0,any,science,0.0,sc,64.0,yes,any
INSPIRE Scholarship 40491,147737.0,female,arts,0.0,sc,60.0,yes,any
Minority Scholarship 40492,438600.0,male,any,0.0,minority,59.0,no,any
ONGC Scholarship 40493,972635.0,male,commerce,0.0,st,54.0,yes,any
Merit Scholarship 40494,610788.0,male,science,0.0,any,80.0,no,any
Sports Scholarship 40495,317217.0,male,engineering,0.0,st,86.0,yes,any
Overseas Scholarship 40496,138064.0,female,any,0.0,obc,70.0,yes,any
Ambedkar Scholarship 40497,101471.0,any,pg,0.0,minority,60.0,no,any
Merit Scholarship 40498,998160.0,female,any,0.0,any,79.0,no,any
INSPIRE Scholarship 40499,632067.0,male,arts,0.0,obc,71.0,no,any
UGC Scholarship 40500,355503.0,male,arts,0.0,any,94.0,no,any
INSPIRE Scholarship 40501,562983.0,male,ug,0.0,minority,75.0,yes,any
Minority Scholarship 40502,226694.0,female,arts,0.0,st,55.0,no,any
Ambedkar Scholarship 40503,591418.0,male,pg,0.0,any,85.0,no,any
Sports Scholarship 40504,193661.0,female,commerce,0.0,obc,92.0,yes,any
ONGC Scholarship 40505,844772.0,female,ug,0.0,minority,52.0,yes,any
Overseas Scholarship 40506,188350.0,male,pg,0.0,sc,62.0,no,any
Pragati Scholarship 40507,342090.0,male,commerce,0.0,any,52.0,yes,any
Sports Scholarship 40508,104055.0,any,science,0.0,sc,79.0,yes,any
ONGC Scholarship 40509,563205.0,any,science,0.0,minority,57.0,no,any
Disability Fellowship 40510,961372.0,female,science,0.0,any,56.0,no,any
Minority Scholarship 40511,346555.0,male,arts,0.0,st,68.0,no,any
INSPIRE Scholarship 40512,733217.0,any,ug,0.0,sc,51.0,no,any
Sports Scholarship 40513,969263.0,any,engineering,0.0,st,70.0,no,any
ONGC Scholarship 40514,861753.0,female,pg,0.0,st,89.0,no,any
Merit Scholarship 40515,527809.0,male,any,0.0,minority,85.0,no,any
UGC Scholarship 40516,558161.0,any,any,0.0,any,77.0,yes,any
INSPIRE Scholarship 40517,611446.0,male,engineering,0.0,st,87.0,yes,any
Merit Scholarship 40518,662238.0,any,pg,0.0,minority,86.0,no,any
Merit Scholarship 40519,136147.0,female,ug,0.0,st,84.0,no,any
Pragati Scholarship 40520,643941.0,female,commerce,0.0,any,74.0,yes,any
Overseas Scholarship 40521,172849.0,male,engineering,0.0,st,72.0,yes,any
Ambedkar Scholarship 40522,490661.0,female,arts,0.0,any,84.0,yes,any
Merit Scholarship 40523,427399.0,male,pg,0.0,any,60.0,no,any
Ambedkar Scholarship 40524,669544.0,female,ug,0.0,st,63.0,yes,any
INSPIRE Scholarship 40525,219235.0,any,arts,0.0,obc,68.0,yes,any
Minority Scholarship 40526,982670.0,any,pg,0.0,any,66.0,yes,any
Sports Scholarship 40527,627628.0,female,any,0.0,sc,93.0,no,any
INSPIRE Scholarship 40528,409763.0,male,arts,0.0,any,60.0,yes,any
ONGC Scholarship 40529,978813.0,male,science,0.0,st,55.0,no,any
UGC Scholarship 40530,533581.0,female,ug,0.0,any,68.0,no,any
Ambedkar Scholarship 40531,320082.0,any,any,0.0,minority,57.0,no,any
Sports Scholarship 40532,858233.0,any,arts,0.0,st,57.0,no,any
Pragati Scholarship 40533,708721.0,female,science,0.0,minority,64.0,no,any
UGC Scholarship 40534,300778.0,female,ug,0.0,any,88.0,yes,any
ONGC Scholarship 40535,900134.0,male,pg,0.0,any,66.0,no,any
Disability Fellowship 40536,489433.0,any,ug,0.0,obc,65.0,yes,any
UGC Scholarship 40537,991366.0,any,ug,0.0,sc,65.0,yes,any
Sports Scholarship 40538,554674.0,female,any,0.0,minority,73.0,no,any
INSPIRE Scholarship 40539,136936.0,female,any,0.0,any,78.0,yes,any
ONGC Scholarship 40540,103410.0,any,arts,0.0,st,74.0,yes,any
Minority Scholarship 40541,950880.0,any,engineering,0.0,any,70.0,no,any
Ambedkar Scholarship 40542,362661.0,female,ug,0.0,st,70.0,yes,any
Pragati Scholarship 40543,209841.0,male,pg,0.0,any,94.0,yes,any
Merit Scholarship 40544,644497.0,male,science,0.0,any,89.0,no,any
Disability Fellowship 40545,206865.0,female,any,0.0,minority,57.0,no,any
Overseas Scholarship 40546,269109.0,female,commerce,0.0,any,90.0,no,any
Merit Scholarship 40547,621647.0,any,arts,0.0,sc,51.0,no,any
Overseas Scholarship 40548,995174.0,male,engineering,0.0,obc,86.0,yes,any
Merit Scholarship 40549,888227.0,female,arts,0.0,minority,75.0,yes,any
UGC Scholarship 40550,653724.0,male,commerce,0.0,st,62.0,yes,any
Overseas Scholarship 40551,328777.0,female,arts,0.0,obc,72.0,no,any
Disability Fellowship 40552,705383.0,female,arts,0.0,st,83.0,yes,any
ONGC Scholarship 40553,638490.0,male,ug,0.0,any,54.0,yes,any
Disability Fellowship 40554,329536.0,any,commerce,0.0,obc,66.0,no,any
Sports Scholarship 40555,404195.0,male,science,0.0,obc,70.0,yes,any
Sports Scholarship 40556,641668.0,any,any,0.0,obc,59.0,no,any
INSPIRE Scholarship 40557,734742.0,any,arts,0.0,any,64.0,no,any
Merit Scholarship 40558,241106.0,female,pg,0.0,any,67.0,no,any
Minority Scholarship 40559,319208.0,female,arts,0.0,obc,71.0,yes,any
INSPIRE Scholarship 40560,730190.0,any,science,0.0,sc,91.0,no,any
Sports Scholarship 40561,796536.0,any,engineering,0.0,st,74.0,no,any
Overseas Scholarship 40562,445252.0,male,arts,0.0,minority,78.0,no,any
ONGC Scholarship 40563,967016.0,male,commerce,0.0,obc,55.0,no,any
Sports Scholarship 40564,388568.0,female,pg,0.0,minority,58.0,no,any
Minority Scholarship 40565,636126.0,any,engineering,0.0,any,88.0,no,any
UGC Scholarship 40566,335873.0,any,engineering,0.0,sc,87.0,no,any
Overseas Scholarship 40567,464535.0,female,arts,0.0,st,84.0,yes,any
INSPIRE Scholarship 40568,974935.0,male,commerce,0.0,st,60.0,yes,any
Sports Scholarship 40569,906317.0,any,arts,0.0,any,73.0,no,any
Disability Fellowship 40570,284944.0,any,science,0.0,obc,60.0,no,any
Merit Scholarship 40571,706343.0,male,pg,0.0,st,77.0,no,any
Ambedkar Scholarship 40572,625830.0,any,science,0.0,sc,65.0,yes,any
UGC Scholarship 40573,100414.0,female,any,0.0,obc,72.0,no,any
Minority Scholarship 40574,575685.0,any,pg,0.0,any,72.0,no,any
Pragati Scholarship 40575,276574.0,male,any,0.0,any,90.0,yes,any
Merit Scholarship 40576,606641.0,any,engineering,0.0,obc,77.0,yes,any
Merit Scholarship 40577,499144.0,female,engineering,0.0,any,57.0,no,any
Pragati Scholarship 40578,974190.0,female,ug,0.0,st,87.0,yes,any
Sports Scholarship 40579,183584.0,female,pg,0.0,obc,70.0,no,any
UGC Scholarship 40580,135160.0,male,arts,0.0,minority,52.0,no,any
Overseas Scholarship 40581,770203.0,any,pg,0.0,minority,56.0,yes,any
Merit Scholarship 40582,845083.0,female,arts,0.0,st,55.0,no,any
Disability Fellowship 40583,875718.0,any,pg,0.0,st,54.0,yes,any
Pragati Scholarship 40584,969553.0,any,commerce,0.0,obc,84.0,no,any
Ambedkar Scholarship 40585,838678.0,female,any,0.0,any,60.0,yes,any
ONGC Scholarship 40586,355659.0,male,commerce,0.0,st,87.0,no,any
Minority Scholarship 40587,270052.0,any,engineering,0.0,minority,62.0,no,any
Disability Fellowship 40588,517886.0,female,pg,0.0,sc,87.0,yes,any
Disability Fellowship 40589,577835.0,male,pg,0.0,any,60.0,no,any
UGC Scholarship 40590,922206.0,female,engineering,0.0,any,75.0,no,any
Ambedkar Scholarship 40591,905711.0,any,science,0.0,obc,57.0,no,any
Merit Scholarship 40592,456483.0,any,science,0.0,st,81.0,no,any
Minority Scholarship 40593,513857.0,male,commerce,0.0,any,54.0,no,any
INSPIRE Scholarship 40594,930059.0,male,any,0.0,minority,87.0,yes,any
ONGC Scholarship 40595,783993.0,any,engineering,0.0,obc,66.0,no,any
Sports Scholarship 40596,992098.0,any,engineering,0.0,any,62.0,no,any
UGC Scholarship 40597,162257.0,any,commerce,0.0,st,71.0,yes,any
Sports Scholarship 40598,635480.0,male,engineering,0.0,minority,84.0,no,any
INSPIRE Scholarship 40599,190907.0,male,commerce,0.0,minority,92.0,yes,any
UGC Scholarship 40600,634321.0,male,any,0.0,any,72.0,yes,any
Disability Fellowship 40601,830749.0,male,arts,0.0,st,95.0,yes,any
UGC Scholarship 40602,870973.0,any,pg,0.0,sc,83.0,no,any
Pragati Scholarship 40603,415103.0,male,pg,0.0,minority,68.0,no,any
Disability Fellowship 40604,957164.0,male,pg,0.0,sc,76.0,no,any
Merit Scholarship 40605,593321.0,male,ug,0.0,sc,54.0,yes,any
Overseas Scholarship 40606,672664.0,female,any,0.0,sc,75.0,yes,any
Minority Scholarship 40607,475089.0,any,any,0.0,st,83.0,yes,any
Ambedkar Scholarship 40608,625037.0,female,commerce,0.0,sc,77.0,yes,any
Overseas Scholarship 40609,242111.0,any,ug,0.0,minority,62.0,no,any
Pragati Scholarship 40610,376161.0,female,engineering,0.0,st,75.0,no,any
Sports Scholarship 40611,492090.0,male,any,0.0,sc,51.0,no,any
Pragati Scholarship 40612,665602.0,any,science,0.0,sc,55.0,no,any
Minority Scholarship 40613,462278.0,female,arts,0.0,st,60.0,yes,any
ONGC Scholarship 40614,183656.0,male,commerce,0.0,st,69.0,no,any
UGC Scholarship 40615,408217.0,female,science,0.0,any,76.0,no,any
ONGC Scholarship 40616,135700.0,male,engineering,0.0,st,50.0,no,any
Minority Scholarship 40617,310199.0,male,ug,0.0,any,87.0,no,any
Disability Fellowship 40618,724567.0,female,ug,0.0,sc,54.0,yes,any
Merit Scholarship 40619,291146.0,female,arts,0.0,minority,60.0,no,any
Pragati Scholarship 40620,177021.0,any,arts,0.0,any,54.0,yes,any
Sports Scholarship 40621,911155.0,any,science,0.0,any,59.0,no,any
Ambedkar Scholarship 40622,122864.0,any,science,0.0,sc,83.0,no,any
Disability Fellowship 40623,659031.0,male,arts,0.0,sc,63.0,no,any
Sports Scholarship 40624,650627.0,any,arts,0.0,any,62.0,yes,any
Ambedkar Scholarship 40625,908718.0,male,pg,0.0,minority,69.0,yes,any
UGC Scholarship 40626,566919.0,male,engineering,0.0,any,60.0,no,any
Overseas Scholarship 40627,685400.0,male,arts,0.0,minority,76.0,no,any
Pragati Scholarship 40628,439629.0,male,commerce,0.0,sc,82.0,no,any
ONGC Scholarship 40629,460782.0,female,arts,0.0,any,75.0,yes,any
UGC Scholarship 40630,489278.0,male,engineering,0.0,obc,91.0,yes,any
INSPIRE Scholarship 40631,446587.0,male,ug,0.0,minority,81.0,no,any
Disability Fellowship 40632,368485.0,female,pg,0.0,minority,79.0,no,any
Minority Scholarship 40633,320329.0,any,commerce,0.0,obc,84.0,yes,any
ONGC Scholarship 40634,294404.0,any,science,0.0,any,62.0,yes,any
Overseas Scholarship 40635,454324.0,male,arts,0.0,minority,62.0,no,any
Merit Scholarship 40636,707505.0,any,pg,0.0,any,61.0,yes,any
Overseas Scholarship 40637,790948.0,female,science,0.0,obc,89.0,no,any
Disability Fellowship 40638,790371.0,male,arts,0.0,obc,72.0,no,any
Disability Fellowship 40639,114377.0,female,arts,0.0,any,87.0,no,any
Sports Scholarship 40640,991528.0,any,arts,0.0,st,75.0,no,any
UGC Scholarship 40641,161604.0,male,pg,0.0,st,69.0,no,any
Pragati Scholarship 40642,517099.0,any,engineering,0.0,sc,74.0,no,any
Disability Fellowship 40643,373901.0,male,ug,0.0,obc,80.0,no,any
UGC Scholarship 40644,649583.0,any,pg,0.0,minority,79.0,no,any
Sports Scholarship 40645,361474.0,female,ug,0.0,obc,60.0,yes,any
UGC Scholarship 40646,716257.0,any,engineering,0.0,st,69.0,yes,any
Overseas Scholarship 40647,972660.0,female,ug,0.0,any,84.0,yes,any
INSPIRE Scholarship 40648,947859.0,male,science,0.0,any,91.0,yes,any
Pragati Scholarship 40649,379766.0,male,commerce,0.0,any,90.0,no,any
INSPIRE Scholarship 40650,721239.0,male,commerce,0.0,sc,90.0,yes,any
Minority Scholarship 40651,436934.0,male,engineering,0.0,st,91.0,yes,any
ONGC Scholarship 40652,526127.0,female,any,0.0,any,93.0,yes,any
INSPIRE Scholarship 40653,762768.0,any,science,0.0,sc,74.0,yes,any
Merit Scholarship 40654,493716.0,male,any,0.0,minority,52.0,yes,any
Ambedkar Scholarship 40655,208982.0,male,engineering,0.0,sc,60.0,yes,any
UGC Scholarship 40656,102357.0,male,arts,0.0,any,94.0,yes,any
Sports Scholarship 40657,546134.0,male,pg,0.0,st,91.0,no,any
UGC Scholarship 40658,644037.0,male,commerce,0.0,sc,68.0,yes,any
Merit Scholarship 40659,315203.0,male,commerce,0.0,sc,94.0,no,any
Minority Scholarship 40660,152519.0,any,commerce,0.0,st,66.0,no,any
ONGC Scholarship 40661,355021.0,male,engineering,0.0,minority,79.0,no,any
UGC Scholarship 40662,805668.0,male,commerce,0.0,minority,60.0,no,any
Pragati Scholarship 40663,188978.0,male,commerce,0.0,minority,63.0,yes,any
Pragati Scholarship 40664,976302.0,female,arts,0.0,any,92.0,no,any
INSPIRE Scholarship 40665,782790.0,female,commerce,0.0,sc,78.0,no,any
Merit Scholarship 40666,361034.0,male,arts,0.0,any,65.0,no,any
Merit Scholarship 40667,750351.0,male,any,0.0,minority,66.0,yes,any
INSPIRE Scholarship 40668,584802.0,male,engineering,0.0,sc,54.0,yes,any
Pragati Scholarship 40669,691391.0,any,commerce,0.0,minority,66.0,yes,any
ONGC Scholarship 40670,604744.0,male,any,0.0,st,76.0,no,any
Disability Fellowship 40671,598136.0,male,commerce,0.0,any,71.0,yes,any
UGC Scholarship 40672,434163.0,male,science,0.0,st,68.0,no,any
Disability Fellowship 40673,698243.0,male,arts,0.0,minority,68.0,yes,any
UGC Scholarship 40674,800153.0,male,commerce,0.0,st,76.0,yes,any
Disability Fellowship 40675,403193.0,any,arts,0.0,any,93.0,yes,any
Merit Scholarship 40676,688643.0,female,engineering,0.0,any,67.0,no,any
Minority Scholarship 40677,813562.0,any,ug,0.0,st,57.0,no,any
INSPIRE Scholarship 40678,411331.0,male,engineering,0.0,any,60.0,yes,any
Pragati Scholarship 40679,921375.0,any,science,0.0,any,79.0,no,any
ONGC Scholarship 40680,152662.0,any,arts,0.0,sc,87.0,yes,any
Minority Scholarship 40681,122160.0,female,commerce,0.0,any,94.0,no,any
UGC Scholarship 40682,697505.0,male,science,0.0,any,90.0,yes,any
Disability Fellowship 40683,823670.0,female,pg,0.0,any,64.0,no,any
Pragati Scholarship 40684,579302.0,female,ug,0.0,minority,77.0,yes,any
Ambedkar Scholarship 40685,310678.0,any,ug,0.0,obc,84.0,no,any
Minority Scholarship 40686,363817.0,female,ug,0.0,minority,77.0,yes,any
ONGC Scholarship 40687,480992.0,female,pg,0.0,sc,50.0,no,any
UGC Scholarship 40688,680708.0,female,engineering,0.0,obc,70.0,yes,any
Ambedkar Scholarship 40689,843577.0,any,pg,0.0,any,82.0,no,any
Minority Scholarship 40690,134206.0,female,any,0.0,st,75.0,no,any
Sports Scholarship 40691,595944.0,male,engineering,0.0,any,64.0,no,any
Merit Scholarship 40692,990697.0,female,ug,0.0,sc,60.0,no,any
Pragati Scholarship 40693,223399.0,female,pg,0.0,minority,54.0,yes,any
Sports Scholarship 40694,794657.0,female,engineering,0.0,any,79.0,yes,any
Disability Fellowship 40695,134244.0,any,engineering,0.0,any,51.0,no,any
ONGC Scholarship 40696,248610.0,any,ug,0.0,minority,57.0,yes,any
Ambedkar Scholarship 40697,659501.0,female,commerce,0.0,st,91.0,yes,any
INSPIRE Scholarship 40698,483064.0,female,pg,0.0,any,94.0,yes,any
INSPIRE Scholarship 40699,720092.0,female,ug,0.0,minority,53.0,no,any
UGC Scholarship 40700,593646.0,male,any,0.0,any,57.0,no,any
Overseas Scholarship 40701,905298.0,any,commerce,0.0,obc,86.0,yes,any
Ambedkar Scholarship 40702,544492.0,any,ug,0.0,any,50.0,no,any
Sports Scholarship 40703,903496.0,male,engineering,0.0,sc,55.0,no,any
Merit Scholarship 40704,990797.0,any,any,0.0,obc,56.0,yes,any
Overseas Scholarship 40705,369272.0,any,science,0.0,obc,50.0,yes,any
Minority Scholarship 40706,340002.0,female,commerce,0.0,minority,90.0,yes,any
Pragati Scholarship 40707,404066.0,any,ug,0.0,obc,64.0,yes,any
Minority Scholarship 40708,246617.0,male,arts,0.0,sc,88.0,yes,any
Merit Scholarship 40709,259188.0,female,any,0.0,sc,92.0,no,any
INSPIRE Scholarship 40710,111700.0,male,any,0.0,sc,93.0,yes,any
Overseas Scholarship 40711,347745.0,male,engineering,0.0,sc,92.0,no,any
Pragati Scholarship 40712,515057.0,male,any,0.0,sc,60.0,no,any
Pragati Scholarship 40713,708785.0,male,commerce,0.0,any,77.0,no,any
UGC Scholarship 40714,832510.0,female,pg,0.0,minority,83.0,no,any
Overseas Scholarship 40715,350050.0,male,pg,0.0,any,95.0,no,any
Overseas Scholarship 40716,109630.0,female,engineering,0.0,obc,84.0,no,any
Disability Fellowship 40717,170147.0,male,arts,0.0,obc,90.0,no,any
Merit Scholarship 40718,167255.0,male,ug,0.0,obc,86.0,no,any
INSPIRE Scholarship 40719,195640.0,female,pg,0.0,any,74.0,no,any
INSPIRE Scholarship 40720,457987.0,any,pg,0.0,sc,95.0,no,any
Sports Scholarship 40721,575802.0,any,science,0.0,any,69.0,no,any
Ambedkar Scholarship 40722,898677.0,male,engineering,0.0,st,81.0,yes,any
Pragati Scholarship 40723,302309.0,female,science,0.0,any,85.0,yes,any
INSPIRE Scholarship 40724,247580.0,any,commerce,0.0,sc,78.0,yes,any
UGC Scholarship 40725,464524.0,any,engineering,0.0,minority,95.0,no,any
INSPIRE Scholarship 40726,780774.0,male,science,0.0,any,84.0,yes,any
Minority Scholarship 40727,938358.0,any,ug,0.0,minority,50.0,no,any
Ambedkar Scholarship 40728,680134.0,any,any,0.0,minority,95.0,no,any
UGC Scholarship 40729,606024.0,female,commerce,0.0,any,81.0,yes,any
Merit Scholarship 40730,864712.0,male,commerce,0.0,obc,73.0,no,any
Sports Scholarship 40731,139149.0,any,any,0.0,st,80.0,no,any
UGC Scholarship 40732,717389.0,male,commerce,0.0,any,50.0,yes,any
Pragati Scholarship 40733,437197.0,male,ug,0.0,minority,56.0,yes,any
Merit Scholarship 40734,502859.0,any,ug,0.0,obc,55.0,yes,any
Overseas Scholarship 40735,438386.0,male,pg,0.0,any,63.0,yes,any
Pragati Scholarship 40736,290629.0,any,ug,0.0,minority,71.0,yes,any
Ambedkar Scholarship 40737,957667.0,male,science,0.0,sc,91.0,yes,any
INSPIRE Scholarship 40738,384926.0,female,commerce,0.0,st,80.0,yes,any
Ambedkar Scholarship 40739,663262.0,male,engineering,0.0,any,66.0,no,any
Ambedkar Scholarship 40740,546291.0,female,pg,0.0,obc,55.0,no,any
Minority Scholarship 40741,115026.0,male,engineering,0.0,obc,89.0,yes,any
INSPIRE Scholarship 40742,434058.0,any,ug,0.0,any,93.0,yes,any
Overseas Scholarship 40743,756424.0,any,any,0.0,st,92.0,no,any
INSPIRE Scholarship 40744,329401.0,female,science,0.0,obc,78.0,no,any
INSPIRE Scholarship 40745,961313.0,female,any,0.0,sc,92.0,no,any
Ambedkar Scholarship 40746,884511.0,female,science,0.0,st,59.0,yes,any
Pragati Scholarship 40747,463677.0,any,science,0.0,sc,89.0,yes,any
Ambedkar Scholarship 40748,173949.0,any,ug,0.0,any,66.0,no,any
Pragati Scholarship 40749,119206.0,female,science,0.0,any,54.0,no,any
ONGC Scholarship 40750,653532.0,any,science,0.0,sc,65.0,yes,any
ONGC Scholarship 40751,977214.0,male,arts,0.0,any,51.0,yes,any
Ambedkar Scholarship 40752,254883.0,female,commerce,0.0,any,79.0,no,any
Merit Scholarship 40753,823192.0,any,ug,0.0,sc,95.0,no,any
Pragati Scholarship 40754,192879.0,any,engineering,0.0,st,71.0,yes,any
Disability Fellowship 40755,462241.0,female,any,0.0,obc,61.0,no,any
Merit Scholarship 40756,710333.0,any,engineering,0.0,obc,62.0,no,any
ONGC Scholarship 40757,940269.0,male,pg,0.0,st,63.0,yes,any
INSPIRE Scholarship 40758,651064.0,male,engineering,0.0,sc,89.0,yes,any
INSPIRE Scholarship 40759,822872.0,any,ug,0.0,st,58.0,no,any
Ambedkar Scholarship 40760,720193.0,male,ug,0.0,obc,73.0,yes,any
Minority Scholarship 40761,539937.0,any,arts,0.0,st,50.0,no,any
Merit Scholarship 40762,184605.0,female,commerce,0.0,any,88.0,yes,any
ONGC Scholarship 40763,659240.0,female,science,0.0,st,89.0,no,any
Ambedkar Scholarship 40764,183223.0,female,commerce,0.0,minority,85.0,no,any
Merit Scholarship 40765,428112.0,female,any,0.0,any,86.0,yes,any
UGC Scholarship 40766,198054.0,female,any,0.0,minority,82.0,no,any
Pragati Scholarship 40767,651943.0,male,arts,0.0,sc,90.0,yes,any
Sports Scholarship 40768,507269.0,male,commerce,0.0,any,64.0,yes,any
Overseas Scholarship 40769,799098.0,any,pg,0.0,minority,62.0,no,any
Ambedkar Scholarship 40770,832951.0,any,pg,0.0,obc,51.0,yes,any
Overseas Scholarship 40771,978029.0,female,science,0.0,any,81.0,yes,any
UGC Scholarship 40772,638348.0,female,ug,0.0,any,63.0,yes,any
Minority Scholarship 40773,985488.0,any,engineering,0.0,minority,68.0,no,any
Merit Scholarship 40774,486052.0,any,science,0.0,obc,63.0,no,any
ONGC Scholarship 40775,780633.0,female,engineering,0.0,any,88.0,yes,any
Pragati Scholarship 40776,444691.0,female,engineering,0.0,st,75.0,no,any
Pragati Scholarship 40777,436713.0,female,science,0.0,any,85.0,no,any
Sports Scholarship 40778,435268.0,any,any,0.0,any,77.0,no,any
Disability Fellowship 40779,595954.0,any,arts,0.0,obc,53.0,no,any
Overseas Scholarship 40780,154157.0,female,arts,0.0,st,73.0,yes,any
